"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Population with At Least Bachelor's Degree","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Lowndesboro","AL","0144536","=""0144536""","50.56","2019-2023","2020","Census","United States"
"City","Loxley","AL","0144608","=""0144608""","27.78","2019-2023","2020","Census","United States"
"City","Luverne","AL","0144728","=""0144728""","20.75","2019-2023","2020","Census","United States"
"City","Lynn","AL","0144800","=""0144800""","6.84","2019-2023","2020","Census","United States"
"City","McCalla","AL","0145040","=""0145040""","33.21","2019-2023","2020","Census","United States"
"City","McDonald Chapel","AL","0145208","=""0145208""","14.29","2019-2023","2020","Census","United States"
"City","Macedonia","AL","0145316","=""0145316""","0.00","2019-2023","2020","Census","United States"
"City","McIntosh","AL","0145472","=""0145472""","20.74","2019-2023","2020","Census","United States"
"City","McKenzie","AL","0145496","=""0145496""","5.62","2019-2023","2020","Census","United States"
"City","McMullen","AL","0145640","=""0145640""","0.00","2019-2023","2020","Census","United States"
"City","Madison","AL","0145784","=""0145784""","65.90","2019-2023","2020","Census","United States"
"City","Madrid","AL","0145904","=""0145904""","11.40","2019-2023","2020","Census","United States"
"City","Magnolia Springs","AL","0146072","=""0146072""","53.69","2019-2023","2020","Census","United States"
"City","Malcolm","AL","0146192","=""0146192""","0.00","2019-2023","2020","Census","United States"
"City","Malvern","AL","0146264","=""0146264""","14.74","2019-2023","2020","Census","United States"
"City","Maplesville","AL","0146504","=""0146504""","7.47","2019-2023","2020","Census","United States"
"City","Marbury","AL","0146600","=""0146600""","23.11","2019-2023","2020","Census","United States"
"City","Margaret","AL","0146696","=""0146696""","21.29","2019-2023","2020","Census","United States"
"City","Marion","AL","0146768","=""0146768""","18.27","2019-2023","2020","Census","United States"
"City","Maytown","AL","0147728","=""0147728""","12.62","2019-2023","2020","Census","United States"
"City","Meadowbrook","AL","0147740","=""0147740""","72.59","2019-2023","2020","Census","United States"
"City","Megargel","AL","0147848","=""0147848""","N/A","2019-2023","2020","Census","United States"
"City","Memphis","AL","0148052","=""0148052""","30.77","2019-2023","2020","Census","United States"
"City","Mentone","AL","0148064","=""0148064""","32.48","2019-2023","2020","Census","United States"
"City","Meridianville","AL","0148112","=""0148112""","38.01","2019-2023","2020","Census","United States"
"City","Midfield","AL","0148376","=""0148376""","17.25","2019-2023","2020","Census","United States"
"City","Midland City","AL","0148400","=""0148400""","12.79","2019-2023","2020","Census","United States"
"City","Midway","AL","0148424","=""0148424""","8.95","2019-2023","2020","Census","United States"
"City","Mignon","AL","0148616","=""0148616""","6.93","2019-2023","2020","Census","United States"
"City","Millbrook","AL","0148712","=""0148712""","32.49","2019-2023","2020","Census","United States"
"City","Millerville","AL","0148784","=""0148784""","10.00","2019-2023","2020","Census","United States"
"City","Millport","AL","0148808","=""0148808""","7.48","2019-2023","2020","Census","United States"
"City","Millry","AL","0148832","=""0148832""","14.22","2019-2023","2020","Census","United States"
"City","Minor","AL","0149072","=""0149072""","6.45","2019-2023","2020","Census","United States"
"City","Mobile","AL","0150000","=""0150000""","31.51","2019-2023","2020","Census","United States"
"City","Monroeville","AL","0150192","=""0150192""","17.92","2019-2023","2020","Census","United States"
"City","Montevallo","AL","0150312","=""0150312""","30.86","2019-2023","2020","Census","United States"
"City","Montgomery","AL","0151000","=""0151000""","33.54","2019-2023","2020","Census","United States"
"City","Moody","AL","0151096","=""0151096""","23.75","2019-2023","2020","Census","United States"
"City","Moores Mill","AL","0151216","=""0151216""","36.38","2019-2023","2020","Census","United States"
"City","Mooresville","AL","0151264","=""0151264""","69.49","2019-2023","2020","Census","United States"
"City","Morris","AL","0151456","=""0151456""","34.68","2019-2023","2020","Census","United States"
"City","Morrison Crossroads","AL","0151469","=""0151469""","14.61","2019-2023","2020","Census","United States"
"City","Mosses","AL","0151520","=""0151520""","4.21","2019-2023","2020","Census","United States"
"City","Moulton","AL","0151600","=""0151600""","12.45","2019-2023","2020","Census","United States"
"City","Moundville","AL","0151648","=""0151648""","17.38","2019-2023","2020","Census","United States"
"City","Mountain Brook","AL","0151696","=""0151696""","88.37","2019-2023","2020","Census","United States"
"City","Mount Olive","AL","0152320","=""0152320""","0.00","2019-2023","2020","Census","United States"
"City","Mount Olive","AL","0152344","=""0152344""","18.98","2019-2023","2020","Census","United States"
"City","Mount Vernon","AL","0152608","=""0152608""","19.49","2019-2023","2020","Census","United States"
"City","Movico","AL","0152680","=""0152680""","0.00","2019-2023","2020","Census","United States"
"City","Mulga","AL","0152776","=""0152776""","3.76","2019-2023","2020","Census","United States"
"City","Munford","AL","0152848","=""0152848""","10.33","2019-2023","2020","Census","United States"
"City","Muscle Shoals","AL","0153016","=""0153016""","24.37","2019-2023","2020","Census","United States"
"City","Myrtlewood","AL","0153112","=""0153112""","0.00","2019-2023","2020","Census","United States"
"City","Nanafalia","AL","0153208","=""0153208""","43.75","2019-2023","2020","Census","United States"
"City","Nances Creek","AL","0153232","=""0153232""","21.89","2019-2023","2020","Census","United States"
"City","Napier Field","AL","0153256","=""0153256""","3.75","2019-2023","2020","Census","United States"
"City","Natural Bridge","AL","0153376","=""0153376""","0.00","2019-2023","2020","Census","United States"
"City","Nauvoo","AL","0153400","=""0153400""","5.03","2019-2023","2020","Census","United States"
"City","Nectar","AL","0153448","=""0153448""","3.81","2019-2023","2020","Census","United States"
"City","Needham","AL","0153472","=""0153472""","16.13","2019-2023","2020","Census","United States"
"City","Newbern","AL","0153784","=""0153784""","3.58","2019-2023","2020","Census","United States"
"City","New Brockton","AL","0153856","=""0153856""","21.70","2019-2023","2020","Census","United States"
"City","New Hope","AL","0154168","=""0154168""","26.26","2019-2023","2020","Census","United States"
"City","New Market","AL","0154312","=""0154312""","18.96","2019-2023","2020","Census","United States"
"City","New Site","AL","0154432","=""0154432""","17.82","2019-2023","2020","Census","United States"
"City","Newton","AL","0154480","=""0154480""","13.42","2019-2023","2020","Census","United States"
"City","New Union","AL","0154582","=""0154582""","6.19","2019-2023","2020","Census","United States"
"City","Newville","AL","0154600","=""0154600""","14.73","2019-2023","2020","Census","United States"
"City","Nixburg","AL","0154696","=""0154696""","7.00","2019-2023","2020","Census","United States"
"City","North Courtland","AL","0155044","=""0155044""","4.72","2019-2023","2020","Census","United States"
"City","North Johns","AL","0155152","=""0155152""","8.33","2019-2023","2020","Census","United States"
"City","Northport","AL","0155200","=""0155200""","37.07","2019-2023","2020","Census","United States"
"City","Notasulga","AL","0155440","=""0155440""","15.66","2019-2023","2020","Census","United States"
"City","Oak Grove","AL","0155752","=""0155752""","15.46","2019-2023","2020","Census","United States"
"City","Oak Hill","AL","0155848","=""0155848""","100.00","2019-2023","2020","Census","United States"
"City","Oakman","AL","0155992","=""0155992""","8.03","2019-2023","2020","Census","United States"
"City","Odenville","AL","0156400","=""0156400""","22.28","2019-2023","2020","Census","United States"
"City","Ohatchee","AL","0156472","=""0156472""","17.69","2019-2023","2020","Census","United States"
"City","Oneonta","AL","0157000","=""0157000""","23.47","2019-2023","2020","Census","United States"
"City","Onycha","AL","0157024","=""0157024""","7.38","2019-2023","2020","Census","United States"
"City","Opelika","AL","0157048","=""0157048""","33.46","2019-2023","2020","Census","United States"
"City","Opp","AL","0157120","=""0157120""","12.65","2019-2023","2020","Census","United States"
"City","Orange Beach","AL","0157144","=""0157144""","37.68","2019-2023","2020","Census","United States"
"City","Orrville","AL","0157240","=""0157240""","37.11","2019-2023","2020","Census","United States"
"City","Our Town","AL","0157384","=""0157384""","13.21","2019-2023","2020","Census","United States"
"City","Owens Cross Roads","AL","0157504","=""0157504""","20.00","2019-2023","2020","Census","United States"
"City","Oxford","AL","0157576","=""0157576""","24.80","2019-2023","2020","Census","United States"
"City","Ozark","AL","0157648","=""0157648""","18.77","2019-2023","2020","Census","United States"
"City","Paint Rock","AL","0157696","=""0157696""","8.06","2019-2023","2020","Census","United States"
"City","Panola","AL","0157912","=""0157912""","0.00","2019-2023","2020","Census","United States"
"City","Parrish","AL","0158272","=""0158272""","10.52","2019-2023","2020","Census","United States"
"City","Pea Ridge","AL","0158680","=""0158680""","20.83","2019-2023","2020","Census","United States"
"City","Pelham","AL","0158848","=""0158848""","48.78","2019-2023","2020","Census","United States"
"City","Pell City","AL","0158896","=""0158896""","20.30","2019-2023","2020","Census","United States"
"City","Pennington","AL","0158968","=""0158968""","7.10","2019-2023","2020","Census","United States"
"City","Penton","AL","0159016","=""0159016""","7.32","2019-2023","2020","Census","United States"
"City","Perdido","AL","0159064","=""0159064""","7.97","2019-2023","2020","Census","United States"
"City","Perdido Beach","AL","0159088","=""0159088""","33.94","2019-2023","2020","Census","United States"
"City","Peterman","AL","0159232","=""0159232""","30.77","2019-2023","2020","Census","United States"
"City","Petrey","AL","0159328","=""0159328""","15.87","2019-2023","2020","Census","United States"
"City","Phenix City","AL","0159472","=""0159472""","23.28","2019-2023","2020","Census","United States"
"City","Phil Campbell","AL","0159496","=""0159496""","6.42","2019-2023","2020","Census","United States"
"City","Pickensville","AL","0159592","=""0159592""","9.93","2019-2023","2020","Census","United States"
"City","Piedmont","AL","0159640","=""0159640""","15.67","2019-2023","2020","Census","United States"
"City","Pike Road","AL","0159760","=""0159760""","59.00","2019-2023","2020","Census","United States"
"City","Pinckard","AL","0159832","=""0159832""","13.36","2019-2023","2020","Census","United States"
"City","Pine Apple","AL","0159880","=""0159880""","17.27","2019-2023","2020","Census","United States"
"City","Pine Hill","AL","0160240","=""0160240""","9.91","2019-2023","2020","Census","United States"
"City","Pine Level","AL","0160264","=""0160264""","16.15","2019-2023","2020","Census","United States"
"City","Pine Ridge","AL","0160372","=""0160372""","11.58","2019-2023","2020","Census","United States"
"City","Pinson","AL","0160648","=""0160648""","16.44","2019-2023","2020","Census","United States"
"City","Pisgah","AL","0160720","=""0160720""","30.54","2019-2023","2020","Census","United States"
"City","Pleasant Grove","AL","0161008","=""0161008""","24.29","2019-2023","2020","Census","United States"
"City","Pleasant Groves","AL","0161038","=""0161038""","14.57","2019-2023","2020","Census","United States"
"City","Point Clear","AL","0161488","=""0161488""","56.21","2019-2023","2020","Census","United States"
"City","Pollard","AL","0161536","=""0161536""","13.64","2019-2023","2020","Census","United States"
"City","Powell","AL","0162075","=""0162075""","13.88","2019-2023","2020","Census","United States"
"City","Prattville","AL","0162328","=""0162328""","36.98","2019-2023","2020","Census","United States"
"City","Priceville","AL","0162472","=""0162472""","31.24","2019-2023","2020","Census","United States"
"City","Prichard","AL","0162496","=""0162496""","9.44","2019-2023","2020","Census","United States"
"City","Providence","AL","0162688","=""0162688""","5.00","2019-2023","2020","Census","United States"
"City","Putnam","AL","0162952","=""0162952""","10.34","2019-2023","2020","Census","United States"
