"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","McKenzie","AL","0145496","=""0145496""","31250","2019-2023","2020","Census","United States"
"City","McMullen","AL","0145640","=""0145640""","12083","2019-2023","2020","Census","United States"
"City","Madison","AL","0145784","=""0145784""","131436","2019-2023","2020","Census","United States"
"City","Madrid","AL","0145904","=""0145904""","38750","2019-2023","2020","Census","United States"
"City","Magnolia Springs","AL","0146072","=""0146072""","93000","2019-2023","2020","Census","United States"
"City","Malcolm","AL","0146192","=""0146192""","N/A","2019-2023","2020","Census","United States"
"City","Malvern","AL","0146264","=""0146264""","52500","2019-2023","2020","Census","United States"
"City","Maplesville","AL","0146504","=""0146504""","38083","2019-2023","2020","Census","United States"
"City","Marbury","AL","0146600","=""0146600""","76367","2019-2023","2020","Census","United States"
"City","Margaret","AL","0146696","=""0146696""","97075","2019-2023","2020","Census","United States"
"City","Marion","AL","0146768","=""0146768""","38221","2019-2023","2020","Census","United States"
"City","Maytown","AL","0147728","=""0147728""","50662","2019-2023","2020","Census","United States"
"City","Meadowbrook","AL","0147740","=""0147740""","145464","2019-2023","2020","Census","United States"
"City","Megargel","AL","0147848","=""0147848""","N/A","2019-2023","2020","Census","United States"
"City","Memphis","AL","0148052","=""0148052""","2499","2019-2023","2020","Census","United States"
"City","Mentone","AL","0148064","=""0148064""","42500","2019-2023","2020","Census","United States"
"City","Meridianville","AL","0148112","=""0148112""","93030","2019-2023","2020","Census","United States"
"City","Midfield","AL","0148376","=""0148376""","51776","2019-2023","2020","Census","United States"
"City","Midland City","AL","0148400","=""0148400""","35638","2019-2023","2020","Census","United States"
"City","Midway","AL","0148424","=""0148424""","43750","2019-2023","2020","Census","United States"
"City","Mignon","AL","0148616","=""0148616""","33217","2019-2023","2020","Census","United States"
"City","Millbrook","AL","0148712","=""0148712""","64522","2019-2023","2020","Census","United States"
"City","Millerville","AL","0148784","=""0148784""","93438","2019-2023","2020","Census","United States"
"City","Millport","AL","0148808","=""0148808""","77292","2019-2023","2020","Census","United States"
"City","Millry","AL","0148832","=""0148832""","30521","2019-2023","2020","Census","United States"
"City","Minor","AL","0149072","=""0149072""","32065","2019-2023","2020","Census","United States"
"City","Mobile","AL","0150000","=""0150000""","51090","2019-2023","2020","Census","United States"
"City","Monroeville","AL","0150192","=""0150192""","31629","2019-2023","2020","Census","United States"
"City","Montevallo","AL","0150312","=""0150312""","54665","2019-2023","2020","Census","United States"
"City","Montgomery","AL","0151000","=""0151000""","55687","2019-2023","2020","Census","United States"
"City","Moody","AL","0151096","=""0151096""","86389","2019-2023","2020","Census","United States"
"City","Moores Mill","AL","0151216","=""0151216""","86902","2019-2023","2020","Census","United States"
"City","Mooresville","AL","0151264","=""0151264""","N/A","2019-2023","2020","Census","United States"
"City","Morris","AL","0151456","=""0151456""","108274","2019-2023","2020","Census","United States"
"City","Morrison Crossroads","AL","0151469","=""0151469""","N/A","2019-2023","2020","Census","United States"
"City","Mosses","AL","0151520","=""0151520""","26250","2019-2023","2020","Census","United States"
"City","Moulton","AL","0151600","=""0151600""","40792","2019-2023","2020","Census","United States"
"City","Moundville","AL","0151648","=""0151648""","69146","2019-2023","2020","Census","United States"
"City","Mountain Brook","AL","0151696","=""0151696""","191128","2019-2023","2020","Census","United States"
"City","Mount Olive","AL","0152320","=""0152320""","49688","2019-2023","2020","Census","United States"
"City","Mount Olive","AL","0152344","=""0152344""","84120","2019-2023","2020","Census","United States"
"City","Mount Vernon","AL","0152608","=""0152608""","41250","2019-2023","2020","Census","United States"
"City","Movico","AL","0152680","=""0152680""","17649","2019-2023","2020","Census","United States"
"City","Mulga","AL","0152776","=""0152776""","34844","2019-2023","2020","Census","United States"
"City","Munford","AL","0152848","=""0152848""","39125","2019-2023","2020","Census","United States"
"City","Muscle Shoals","AL","0153016","=""0153016""","70927","2019-2023","2020","Census","United States"
"City","Myrtlewood","AL","0153112","=""0153112""","93646","2019-2023","2020","Census","United States"
"City","Nanafalia","AL","0153208","=""0153208""","N/A","2019-2023","2020","Census","United States"
"City","Nances Creek","AL","0153232","=""0153232""","N/A","2019-2023","2020","Census","United States"
"City","Napier Field","AL","0153256","=""0153256""","43393","2019-2023","2020","Census","United States"
"City","Natural Bridge","AL","0153376","=""0153376""","N/A","2019-2023","2020","Census","United States"
"City","Nauvoo","AL","0153400","=""0153400""","46000","2019-2023","2020","Census","United States"
"City","Nectar","AL","0153448","=""0153448""","46000","2019-2023","2020","Census","United States"
"City","Needham","AL","0153472","=""0153472""","78906","2019-2023","2020","Census","United States"
"City","Newbern","AL","0153784","=""0153784""","36346","2019-2023","2020","Census","United States"
"City","New Brockton","AL","0153856","=""0153856""","69135","2019-2023","2020","Census","United States"
"City","New Hope","AL","0154168","=""0154168""","80787","2019-2023","2020","Census","United States"
"City","New Market","AL","0154312","=""0154312""","71083","2019-2023","2020","Census","United States"
"City","New Site","AL","0154432","=""0154432""","66875","2019-2023","2020","Census","United States"
"City","Newton","AL","0154480","=""0154480""","59915","2019-2023","2020","Census","United States"
"City","New Union","AL","0154582","=""0154582""","43493","2019-2023","2020","Census","United States"
"City","Newville","AL","0154600","=""0154600""","42679","2019-2023","2020","Census","United States"
"City","Nixburg","AL","0154696","=""0154696""","51563","2019-2023","2020","Census","United States"
"City","North Courtland","AL","0155044","=""0155044""","37250","2019-2023","2020","Census","United States"
"City","North Johns","AL","0155152","=""0155152""","46607","2019-2023","2020","Census","United States"
"City","Northport","AL","0155200","=""0155200""","77781","2019-2023","2020","Census","United States"
"City","Notasulga","AL","0155440","=""0155440""","63333","2019-2023","2020","Census","United States"
"City","Oak Grove","AL","0155752","=""0155752""","59191","2019-2023","2020","Census","United States"
"City","Oak Hill","AL","0155848","=""0155848""","N/A","2019-2023","2020","Census","United States"
"City","Oakman","AL","0155992","=""0155992""","N/A","2019-2023","2020","Census","United States"
"City","Odenville","AL","0156400","=""0156400""","70815","2019-2023","2020","Census","United States"
"City","Ohatchee","AL","0156472","=""0156472""","71364","2019-2023","2020","Census","United States"
"City","Oneonta","AL","0157000","=""0157000""","47719","2019-2023","2020","Census","United States"
"City","Onycha","AL","0157024","=""0157024""","42143","2019-2023","2020","Census","United States"
"City","Opelika","AL","0157048","=""0157048""","58763","2019-2023","2020","Census","United States"
"City","Opp","AL","0157120","=""0157120""","41346","2019-2023","2020","Census","United States"
"City","Orange Beach","AL","0157144","=""0157144""","89034","2019-2023","2020","Census","United States"
"City","Orrville","AL","0157240","=""0157240""","24531","2019-2023","2020","Census","United States"
"City","Our Town","AL","0157384","=""0157384""","63333","2019-2023","2020","Census","United States"
"City","Owens Cross Roads","AL","0157504","=""0157504""","73708","2019-2023","2020","Census","United States"
"City","Oxford","AL","0157576","=""0157576""","70065","2019-2023","2020","Census","United States"
"City","Ozark","AL","0157648","=""0157648""","46951","2019-2023","2020","Census","United States"
"City","Paint Rock","AL","0157696","=""0157696""","50000","2019-2023","2020","Census","United States"
"City","Panola","AL","0157912","=""0157912""","N/A","2019-2023","2020","Census","United States"
"City","Parrish","AL","0158272","=""0158272""","25769","2019-2023","2020","Census","United States"
"City","Pea Ridge","AL","0158680","=""0158680""","57273","2019-2023","2020","Census","United States"
"City","Pelham","AL","0158848","=""0158848""","91904","2019-2023","2020","Census","United States"
"City","Pell City","AL","0158896","=""0158896""","73043","2019-2023","2020","Census","United States"
"City","Pennington","AL","0158968","=""0158968""","28186","2019-2023","2020","Census","United States"
"City","Penton","AL","0159016","=""0159016""","31186","2019-2023","2020","Census","United States"
"City","Perdido","AL","0159064","=""0159064""","36983","2019-2023","2020","Census","United States"
"City","Perdido Beach","AL","0159088","=""0159088""","71429","2019-2023","2020","Census","United States"
"City","Peterman","AL","0159232","=""0159232""","N/A","2019-2023","2020","Census","United States"
"City","Petrey","AL","0159328","=""0159328""","65000","2019-2023","2020","Census","United States"
"City","Phenix City","AL","0159472","=""0159472""","49715","2019-2023","2020","Census","United States"
"City","Phil Campbell","AL","0159496","=""0159496""","31500","2019-2023","2020","Census","United States"
"City","Pickensville","AL","0159592","=""0159592""","46667","2019-2023","2020","Census","United States"
"City","Piedmont","AL","0159640","=""0159640""","41964","2019-2023","2020","Census","United States"
"City","Pike Road","AL","0159760","=""0159760""","121687","2019-2023","2020","Census","United States"
"City","Pinckard","AL","0159832","=""0159832""","56071","2019-2023","2020","Census","United States"
"City","Pine Apple","AL","0159880","=""0159880""","43125","2019-2023","2020","Census","United States"
"City","Pine Hill","AL","0160240","=""0160240""","43359","2019-2023","2020","Census","United States"
"City","Pine Level","AL","0160264","=""0160264""","99444","2019-2023","2020","Census","United States"
"City","Pine Ridge","AL","0160372","=""0160372""","68250","2019-2023","2020","Census","United States"
"City","Pinson","AL","0160648","=""0160648""","80349","2019-2023","2020","Census","United States"
"City","Pisgah","AL","0160720","=""0160720""","55385","2019-2023","2020","Census","United States"
"City","Pleasant Grove","AL","0161008","=""0161008""","68344","2019-2023","2020","Census","United States"
"City","Pleasant Groves","AL","0161038","=""0161038""","57850","2019-2023","2020","Census","United States"
"City","Point Clear","AL","0161488","=""0161488""","45898","2019-2023","2020","Census","United States"
"City","Pollard","AL","0161536","=""0161536""","73500","2019-2023","2020","Census","United States"
"City","Powell","AL","0162075","=""0162075""","62868","2019-2023","2020","Census","United States"
"City","Prattville","AL","0162328","=""0162328""","79396","2019-2023","2020","Census","United States"
"City","Priceville","AL","0162472","=""0162472""","108398","2019-2023","2020","Census","United States"
"City","Prichard","AL","0162496","=""0162496""","35331","2019-2023","2020","Census","United States"
"City","Providence","AL","0162688","=""0162688""","48750","2019-2023","2020","Census","United States"
"City","Putnam","AL","0162952","=""0162952""","N/A","2019-2023","2020","Census","United States"
